Phyto1,Phyto2,Phyto3,Phyto4,Phyto5,Omics1,Omics2,Omics3,Omics4,Omics5,Nano1,Nano2,Nano3,Nano4,Nano5,yClass,yReg1,yReg2
-0.53824389372927,1.01222869950597,0.675306355449259,0.042044615506416,-1.10314027665429,-0.713528416917576,-0.0347027018710635,-0.545202103038293,-0.624043605817761,-1.62966497143815,-0.0616495195986153,-1.0544826413193,-0.199415800918398,-0.163730329010754,-0.318184058481814,-1,-0.0677426160225284,-2.0478357100285
0.867232157629573,-0.759021792400789,0.15143935536144,0.718284505945405,-1.42428243408304,-0.0271528644730078,0.914207267112388,-1.3067104563308,-0.3128397369743,-0.417951259991401,-0.716858323701976,2.09995322864002,-0.31586923447686,-0.503970438576394,-0.691778486638906,-1,-0.135349954804377,0.351678012888379
0.975986463472539,0.785379673417382,-0.878875076776239,-1.14120978740222,0.552689179170691,1.34128935950836,0.843345598373725,-0.0751373131737362,-0.749595261799685,0.10725570261302,-0.725894811044942,-0.752150310238204,2.40210495062795,0.288585416413259,-1.11492853791064,1,-1.3915999530256,0.866734328940772
0.337390252379212,-0.400029307260531,-0.191627201241625,-1.20061258315541,-0.27409512778614,0.204769847901152,0.297071661452196,0.985016389049232,0.59866440910514,0.900550097081727,0.7886862934778,-1.43830982281349,-0.0615594750284304,0.000140446097124911,-1.33051347036083,-1,-4.07892264611021,0.0736025995955538
-0.996094096614954,0.682368920353725,-0.0432930240795513,0.913650131997,0.189816191755918,0.0600225195303646,0.0760153569190897,-0.529850169592686,-0.797295757197022,1.479431495477,-1.38355574616713,-1.69242444461603,-1.57089454005602,-1.12753460136657,-1.47619031370364,-1,-5.29387049249248,-1.96335963469099
-0.523214031686441,1.31999448808108,-0.583738843637431,1.29275269691668,-0.99464762387278,-0.613159140948548,-1.77288664264901,0.646083814969756,0.256263140605629,-1.3291060589091,0.437007316749313,0.234020093189328,1.5019746940271,-0.504659326853132,-1.10711500177138,-1,1.77593412618859,-0.361222396940379
-1.29744747716739,1.90597754532057,1.6455691082049,0.219206204754261,-0.728128252523108,-0.326878520127336,-1.35404715389348,-0.613217259200799,-1.63066573430828,-1.29975825200832,2.2001511011898,-0.8409406113271,-0.0274275141645916,-0.0581641281379039,-1.27626991804517,-1,3.54719263798821,0.668112770696443
0.917388589145936,-0.103990648656624,0.72447732661004,0.309866970032468,0.713528151595515,1.10019036471153,-1.17443830854488,-0.140516846403626,-0.132895013873168,0.241779745436459,-2.57382220892101,-1.70948378260336,0.28188580006322,1.54191116865224,-0.846367158260659,1,1.3778595006288,-0.406730475242927
0.176601628617548,0.44668604980411,0.253214617246896,0.53126235321065,1.2665068734255,0.0913918747858268,-0.938103641901646,1.79217094825948,0.693324042438201,0.0755406729670832,0.490399802197339,-0.571044237016024,-2.31046119104569,0.249387506420602,1.96080896871484,1,0.641390504162233,1.82759909055105
0.755179935677488,1.00696501687327,-0.177359234058128,0.210592864123329,-1.95813408645935,0.0600032190912178,0.9814099754653,0.790369716176583,-0.337395909916971,-1.0388921600712,-1.31267239511542,-0.247753197311898,-0.236811492006125,0.419193899173636,0.230394086712117,1,-0.709122010335658,-1.15623214960092
-0.59149995977194,-0.570281666923787,-0.259052568737424,-0.324946895137218,1.32937326698599,-2.02618691380865,1.63216612081494,-0.787912125756072,0.683663926859087,1.16207460278383,-1.97138410464335,0.226956808793144,1.07604632421638,-0.599463357093097,0.516763482260766,-1,-1.00402749900497,1.26715406386415
1.8443896370005,1.18868379838773,0.61165812251432,-1.29953679140836,0.142647010255183,-1.95179431656432,-1.34372249274068,0.00357167664462278,-0.699386740991445,1.31810754564555,-0.511406108259782,1.30737724139128,0.215558832015778,0.379377741923471,-0.212845196322308,1,3.81757514457628,2.46475121403587
1.81692224917996,-1.68038743252684,0.106854636606476,0.448784785299603,0.0592706174436065,1.48089346092203,1.02743872663379,-1.71789390336772,-2.08183978413003,-0.307015244594814,1.60687451628964,0.345411513602925,-0.363517301173497,-0.133990450665261,-0.343389079758989,-1,3.39859946585241,1.23432020597831
-0.123833350279246,0.251674307138696,-1.85948426343094,-0.795364437288047,0.000724400734346247,-0.578649024613593,-1.81797710544732,-0.154504150093691,-1.30796248859841,1.13023004555792,-1.04829313847857,-0.419272996543923,0.372325236161344,0.396484105698828,-2.04510515588815,-1,-3.53668766241507,-4.54464612217707
-1.11060135506064,-0.888610864344637,0.0198384299901799,-0.271879019135616,-1.39314523143298,0.392794278658712,-0.162395458418518,0.682351562728148,-0.932358566585656,-0.257851175079247,0.435236296188199,-0.969262775612657,2.83124412020201,-1.4982285369927,-1.55417576450069,-1,-4.25750393967084,-1.33118528059806
-0.680905880267246,-1.14459913683055,0.792719292548315,0.954371517063762,-1.8636889960981,-0.282210836558553,-0.994131253343573,0.821837150219932,-1.49869346818833,0.385683055540255,0.00271042298266256,2.30673932852655,-1.11160844371188,-0.0145871903673034,1.72381970836663,-1,1.26092536140782,0.721864013923098
0.0141693263976365,-2.06677427744923,-0.256616735154257,-0.398061089990837,0.168433315839641,0.495963324268137,-0.628046923715731,-0.81654920012044,-2.10235557463068,-0.0365906051899552,0.767066962735596,-1.75464621037577,0.0126781910296073,-0.740425667566078,1.82074293102912,-1,-1.28764272705612,-1.62260466320342
-0.0595506104590645,0.624190396582292,-1.92218122497979,1.19200725429178,-0.685728702421622,1.99922665328662,-0.31014044304472,1.25662991358917,1.38530104057531,-1.54329369494695,-0.948613239534342,0.791978797039214,1.2914694744485,-0.785517377154498,-1.54314968866668,-1,-4.1481855580034,-0.709058179856795
-0.661011014460339,-0.459402985186527,0.879070221063917,-1.25034803888448,1.9628016394357,0.192671767186086,-0.0321435720118092,0.17654648538263,-2.41459597587031,0.89917164221482,0.434630584769787,-0.360989139723363,-1.21476367332727,1.3532337255496,-1.37238759479531,1,-0.277461988220956,-0.514594280304111
0.305950915068987,0.617813582216831,-0.752274706068257,0.35429663869782,-0.166615402587251,-0.396250248433588,-0.187275412781311,-0.211962971764577,0.22998093950236,-0.0566353443869735,0.562862780219674,1.5624073158543,0.179416724492784,-1.18676768225131,-0.215322251930975,-1,0.20152352243094,-0.665023349317825
-0.409057845790514,-1.4489544430277,-1.15656497690544,1.76116485599029,-1.65824754414183,0.331088853729651,1.61515849253954,0.00430062563338351,-0.315119040224081,1.01102266384659,0.6577606655259,-0.184379606130603,0.506408241628024,-0.685067690909319,-1.44143780735678,-1,-3.72663047239973,-1.4844752517613
-1.28185482288483,-0.800419080857024,-1.08478013957113,-1.22246093753356,1.48124998485832,1.15418644678659,-1.61172374122175,0.544179984387799,0.0102522617456076,-0.239346201950074,2.34993119608262,-0.20747493707211,0.872024834197744,0.0104843455524937,-0.52029395421691,-1,-1.3685492445459,-1.29538399456167
-0.284902829463086,0.126671022070939,-0.697513162902492,-1.98288051661777,-0.818386143020015,-0.171987340669667,-0.856730665103169,0.0950305912141946,0.238071112855109,-1.70213443487212,0.46876520296203,0.435200045340154,-0.695695869615054,0.69851042763654,-1.54548111517178,-1,-2.4931052918487,-2.96414432519425
-0.0647868558912201,1.06878591701134,1.04988152207901,-0.164568269749423,0.107672513015936,1.2183555145176,-1.31288391591934,-0.0555911072284607,-1.17499567583844,-1.00627751580848,-2.61729496453326,0.443618581842234,-0.494101335087125,-0.412674753767253,-0.185650213997986,-1,0.466085913834176,-1.68354330759191
1.00038318883897,-0.724313011493321,0.0158339526104093,-2.00363767192825,1.44582245517468,0.293497396123942,0.290587824829431,0.0201707083826622,-0.81143404078815,-0.00631009833371155,-0.151000176834163,-0.544300779691286,0.543301935375748,1.33281416126085,-0.336698934628873,-1,0.284424639782767,-0.722675868802868
-0.801329298311214,0.396869720245044,-0.492585819851623,0.354301547895392,1.38634860713774,1.5670464538428,-1.17064685466052,-1.41660573175264,1.2399627272577,0.529776458116518,-0.122681774690149,0.113109051442264,-0.213411562507853,1.49924733686754,-0.182718648328221,1,3.44755724834628,0.269586043238686
